store_name	code	product_ean	location
Tiruppuvanam	IN	5826557618315	Asia/Kolkata
Tonga	CM	9224481520777	Africa/Douala
Dongdu	CN	2681806855865	Asia/Shanghai
Davis	US	9574956559741	America/Los_Angeles
Licheng	CN	5998379569035	Asia/Shanghai
Viewpark	GB	1511693038366	Europe/London
Binnish	SY	0812971146713	Asia/Damascus
Pucheng	CN	1139984767445	Asia/Shanghai
Bavly	RU	1066582809829	Europe/Moscow
Jinotepe	NI	9496912827483	America/Managua
Yao	JP	3235522655620	Asia/Tokyo
Finnentrop	DE	6053711097054	Europe/Berlin
Gifhorn	DE	8378766667549	Europe/Berlin
Gernika-Lumo	ES	7131216072796	Europe/Madrid
Paidha	UG	5197975153956	Africa/Kampala
Campobasso	IT	1535050211308	Europe/Rome
Kheda	IN	2002323986120	Asia/Kolkata
Lodwar	KE	4738056289754	Africa/Nairobi
Novopavlovsk	RU	9938442232806	Europe/Moscow
Bavly	RU	2649289999117	Europe/Moscow
Goyang-si	KR	7567205787592	Asia/Seoul
Kirchlengern	DE	7584489095083	Europe/Berlin
American Canyon	US	1918093702154	America/Los_Angeles
Rafaela	AR	9931948646450	America/Argentina/Cordoba
Recodo	PH	2663374653104	Asia/Manila
Middle River	US	7992228302802	America/New_York
Alexandria	EG	1477848040649	Africa/Cairo
Lille	BE	1492865717916	Europe/Brussels
East Dereham	GB	3382837441681	Europe/London
Lower Earley	GB	4450191848480	Europe/London
Albufeira	PT	1248632590240	Europe/Lisbon
Isfahan	IR	0920482581906	Asia/Tehran
Brunswick	US	9525225291268	America/New_York
Dongdu	CN	6411834588659	Asia/Shanghai
Scarsdale	US	5206139232694	America/New_York
San Juan	US	9747873050527	America/Chicago
Martinsburg	US	7949912444638	America/New_York
Zhukovka	RU	7325325947728	Europe/Moscow
Acayucan	MX	2136712117281	America/Mexico_City
Mianwali	PK	4215490198823	Asia/Karachi
Cabo	BR	6891061234428	America/Recife
Watsonville	US	8304326238645	America/Los_Angeles
Pleasant Prairie	US	2388988549185	America/Chicago
Parkent	UZ	3276797184088	Asia/Tashkent
Kundla	IN	0588780607041	Asia/Kolkata
Strzelce Opolskie	PL	7539212318991	Europe/Warsaw
American Canyon	US	0682481964806	America/Los_Angeles
Kitgum	UG	9904825640810	Africa/Kampala
Iturama	BR	4363513726130	America/Sao_Paulo
Sicklerville	US	3641177684869	America/New_York
Sremska Mitrovica	RS	7075338140943	Europe/Belgrade
Hungund	IN	1300075487102	Asia/Kolkata
Kherson	UA	1997772185808	Europe/Kiev
Brunswick	US	1369740732138	America/New_York
Bar-le-Duc	FR	0724775369031	Europe/Paris
Davangere	IN	3865708352755	Asia/Kolkata
American Canyon	US	2416954667301	America/Los_Angeles
Chosica	PE	8116116842693	America/Lima
Carnot	CF	3579131196687	Africa/Bangui
Kasangulu	CD	6770888410966	Africa/Kinshasa
Shuangcheng	CN	2461596281309	Asia/Shanghai
Shahre Jadide Andisheh	IR	2381155561553	Asia/Tehran
Teluk Intan	MY	4498080701966	Asia/Kuala_Lumpur
Kashipur	IN	5302715957156	Asia/Kolkata
Sainte-Catherine	CA	2267461792280	America/Toronto
Griffith	AU	8584846712225	Australia/Sydney
Jiangyan	CN	7780875054096	Asia/Shanghai
Sojat	IN	9156140803542	Asia/Kolkata
Ustka	PL	0697425318720	Europe/Warsaw
Haicheng	CN	2233019781693	Asia/Shanghai
Yamada	JP	6928606648089	Asia/Tokyo
Bad Segeberg	DE	4238226725841	Europe/Berlin
Perugia	IT	6720341961283	Europe/Rome
Lille	BE	1557411072106	Europe/Brussels
Cabo	BR	9426478662778	America/Recife
Zgorzelec	PL	8968850913500	Europe/Warsaw
Inverness	GB	4391725376348	Europe/London
Madhipura	IN	7006448907034	Asia/Kolkata
Gisborne	NZ	5200656591821	Pacific/Auckland
Itaperuna	BR	0318518708784	America/Sao_Paulo
Iron River	US	0978667485679	America/Menominee
Dongdu	CN	2938799927452	Asia/Shanghai
Igbara-Odo	NG	0587776225573	Africa/Lagos
Andijon	UZ	6138310539355	Asia/Tashkent
Rio Real	BR	0095323791049	America/Bahia
Hutchinson	US	6580368977779	America/Chicago
Sremska Mitrovica	RS	7488053970533	Europe/Belgrade
Alytus	LT	3353234135145	Europe/Vilnius
Ustka	PL	8998103752327	Europe/Warsaw
Nowra	AU	0978244793401	Australia/Sydney
Pilar	PH	0008869086623	Asia/Manila
Arzamas	RU	8715500477734	Europe/Moscow
Vught	NL	2531632146845	Europe/Amsterdam
Landshut	DE	2778174235525	Europe/Berlin
Silvan	TR	8036179698931	Europe/Istanbul
Jaworzno	PL	1029676612248	Europe/Warsaw
Brzeg	PL	3604686383210	Europe/Warsaw
Gainesville	US	0147540986217	America/New_York
Port-Vila	VU	0960956859766	Pacific/Efate
Poulton-le-Fylde	GB	7751773505270	Europe/London
Lutsk	UA	9851030899444	Europe/Kiev
Mexborough	GB	4203928830933	Europe/London
Mesagne	IT	7584473294539	Europe/Rome
Petrozavodsk	RU	1853318327616	Europe/Moscow
Namerikawa	JP	2080265396061	Asia/Tokyo
Hasilpur	PK	6724315964591	Asia/Karachi
Baki	SO	9949222308024	Africa/Mogadishu
Ishim	RU	2144504428026	Asia/Yekaterinburg
Clacton-on-Sea	GB	9256153797125	Europe/London
Vienne	FR	2874621678539	Europe/Paris
Naushahra Virkan	PK	4473463752698	Asia/Karachi
Jambi City	ID	4556076449992	Asia/Jakarta
Esperanza	AR	1013657942738	America/Argentina/Cordoba
Zhukovka	RU	1908699695837	Europe/Moscow
Mikhaylovka	RU	4733298065807	Europe/Volgograd
Heroica Matamoros	MX	2494963029242	America/Matamoros
Pujali	IN	6299216383296	Asia/Kolkata
Bisceglie	IT	6445315936219	Europe/Rome
Bua Yai	TH	1204337564283	Asia/Bangkok
Split	HR	4689062871030	Europe/Zagreb
Rafaela	AR	9348730166254	America/Argentina/Cordoba
Chillum	US	6908109609572	America/New_York
Msaken	TN	5240535095835	Africa/Tunis
Serinhisar	TR	0825777465261	Europe/Istanbul
Silvan	TR	8034206197303	Europe/Istanbul
Novopavlovsk	RU	8387376619725	Europe/Moscow
Haldwani	IN	0918356872458	Asia/Kolkata
Longview	US	1467372041649	America/Chicago
Tadmur	SY	3260987777273	Asia/Damascus
Temara	MA	4822129462073	Africa/Casablanca
Palmeira	BR	7168928126585	America/Sao_Paulo
Keizer	US	5469230352641	America/Los_Angeles
Wangon	ID	8816525589850	Asia/Jakarta
Suzaka	JP	0690604527777	Asia/Tokyo
North Lauderdale	US	4750439441948	America/New_York
Hlohovec	SK	9779559757574	Europe/Bratislava
Norco	US	1305679277494	America/Los_Angeles
Valinhos	BR	4369429346981	America/Sao_Paulo
Recodo	PH	0701144591620	Asia/Manila
Somma Vesuviana	IT	4561261639782	Europe/Rome
Jocotepec	MX	7416731361168	America/Mexico_City
Saharsa	IN	0427254595180	Asia/Kolkata
Izluchinsk	RU	3131532602435	Asia/Yekaterinburg
Kampung Ayer Molek	MY	0991222473485	Asia/Kuala_Lumpur
Qadirpur Ran	PK	8842703530437	Asia/Karachi
Bushey	GB	6432894147778	Europe/London
Hutchinson	US	0302908159621	America/Chicago
Kudus	ID	9602451477205	Asia/Jakarta
Smolyan	BG	3482199648817	Europe/Sofia
Finnentrop	DE	2956890714405	Europe/Berlin
Kenda	IN	1727503933923	Asia/Kolkata
El Copey	CO	2886540200500	America/Bogota
Sathyamangalam	IN	2330868242976	Asia/Kolkata
Saratoga Springs	US	4698468294992	America/Denver
Bhit Shah	PK	3211606310494	Asia/Karachi
Segundo Ensanche	ES	6633789797409	Europe/Madrid
Split	HR	6180196117721	Europe/Zagreb
Nonsan	KR	2365312945820	Asia/Seoul
Perugia	IT	2622990001515	Europe/Rome
Selby	GB	4511648442252	Europe/London
Zhoucun	CN	8574832076349	Asia/Shanghai
Castelfranco Emilia	IT	7046057396775	Europe/Rome
Sheoganj	IN	4042647524347	Asia/Kolkata
Maryborough	AU	4416810508760	Australia/Brisbane
Mongo	TD	4195310202728	Africa/Ndjamena
Hoxtolgay	CN	9633205728052	Asia/Urumqi
Rangia	IN	2785890182408	Asia/Kolkata
Guaraciaba do Norte	BR	1234747304100	America/Fortaleza
Opportunity	US	7845518782351	America/Los_Angeles
Camarillo	US	0801364040103	America/Los_Angeles
Zaysan	KZ	4929939355981	Asia/Almaty
Silvan	TR	8181796469416	Europe/Istanbul
San Giuliano Milanese	IT	6790247339486	Europe/Rome
Chharra	IN	8341136070133	Asia/Kolkata
Izluchinsk	RU	5697073390562	Asia/Yekaterinburg
Temara	MA	5167437482351	Africa/Casablanca
Alytus	LT	2919501329696	Europe/Vilnius
Haldwani	IN	0366218978280	Asia/Kolkata
Loanda	BR	5829618376728	America/Sao_Paulo
Saraj	MK	9061454746846	Europe/Skopje
Sa Dec	VN	3089437575920	Asia/Ho_Chi_Minh
Hengshui	CN	2836167262818	Asia/Shanghai
Lebanon	US	0256183038310	America/New_York
Kheda	IN	9024291716076	Asia/Kolkata
Peabody	US	1556706409672	America/New_York
Likhobory	RU	3528680266860	Europe/Moscow
Aguilares	AR	6988987609925	America/Argentina/Tucuman
Santa Maria	US	0047471437539	America/Los_Angeles
Teluk Intan	MY	9646212434045	Asia/Kuala_Lumpur
Taunton	US	3289710289784	America/New_York
Novara	IT	5135323266972	Europe/Rome
Supaul	IN	1481696551394	Asia/Kolkata
Camayenne	GN	3064016419000	Africa/Conakry
Strood	GB	8751176493784	Europe/London
Beaconsfield	CA	3945845175094	America/Toronto
Lebanon	US	7716614287722	America/New_York
Kallio	FI	7381929903607	Europe/Helsinki
Kelowna	CA	0266648761707	America/Vancouver
Losheim	DE	9098879981972	Europe/Berlin
Maspalomas	ES	2439017028390	Atlantic/Canary
Dobrush	BY	0690692640914	Europe/Minsk
Nowshahr	IR	8550479608860	Asia/Tehran
Bhuban	IN	1170753773724	Asia/Kolkata
Villa del Rosario	CO	1144996315799	America/Bogota
Hermsdorf	DE	5469574729994	Europe/Berlin
Kheda	IN	9082075535183	Asia/Kolkata
Talence	FR	3506955131495	Europe/Paris
Custoias	PT	5811445492580	Europe/Lisbon
Bhuban	IN	9089469657827	Asia/Kolkata
Sar-e Pul	AF	3201539094455	Asia/Kabul
Donggongon	MY	9768032015829	Asia/Kuching
Glendale	US	9619861444345	America/Los_Angeles
Tyoply Stan	RU	8072830709127	Europe/Moscow
Croix-des-Bouquets	HT	6922682528013	America/Port-au-Prince
Media Luna	CU	3668058517122	America/Havana
Toba	JP	2164512394090	Asia/Tokyo
Middle River	US	0761592283751	America/New_York
Moga	IN	9328501649599	Asia/Kolkata
Reus	ES	8156242691888	Europe/Madrid
Camayenne	GN	2704405409809	Africa/Conakry
Baliuag	PH	6672197389097	Asia/Manila
Valinhos	BR	7125918358234	America/Sao_Paulo
Muritiba	BR	9331822391023	America/Bahia
Eppingen	DE	8674158664036	Europe/Berlin
Coralville	US	1176681196185	America/Chicago
Hita	JP	9175158156877	Asia/Tokyo
Encinitas	US	3811912132812	America/Los_Angeles
Bhayandar	IN	5318846232048	Asia/Kolkata
Antipolo	PH	0637956126647	Asia/Manila
Pameungpeuk	ID	2148206970012	Asia/Jakarta
Kot Addu	PK	3223891001438	Asia/Karachi
Yao	JP	6293477299402	Asia/Tokyo
Sherwood Park	CA	1783174562749	America/Edmonton
New Canaan	US	1306446055185	America/New_York
Gavrilov-Yam	RU	3581216450539	Europe/Moscow
Uran	IN	9162206799162	Asia/Kolkata
Longview	US	5613447776381	America/Chicago
Barinas	VE	7281685030442	America/Caracas
Karatsu	JP	7057324160562	Asia/Tokyo
Krymsk	RU	5336734762767	Europe/Moscow
Madrid	CO	7122747012580	America/Bogota
Barbil	IN	2389566448630	Asia/Kolkata
Saraj	MK	0511908486495	Europe/Skopje
Kitgum	UG	8247594637744	Africa/Kampala
Supaul	IN	8106976146376	Asia/Kolkata
Yenagoa	NG	8482614471568	Africa/Lagos
Mitry-Mory	FR	2302551157874	Europe/Paris
Jingzhou	CN	4374153270525	Asia/Shanghai
Kot Addu	PK	0361045258833	Asia/Karachi
Balikpapan	ID	7474190683276	Asia/Makassar
Pahrump	US	0593287681821	America/Los_Angeles
Porto Velho	BR	6114067105111	America/Porto_Velho
Santa Catalina	PH	4920369089392	Asia/Manila
Lagarto	BR	3653655364927	America/Maceio
Balikpapan	ID	9142125205906	Asia/Makassar
Tupelo	US	3768445656189	America/Chicago
Sceaux	FR	1798737313263	Europe/Paris
Recife	BR	7261946826885	America/Recife
Port of Spain	TT	4709483159927	America/Port_of_Spain
Bourbonnais	US	1978067030478	America/Chicago
Brenham	US	0215281693722	America/Chicago
Diamond Harbour	IN	0706069309527	Asia/Kolkata
Barra dos Coqueiros	BR	4298679459342	America/Maceio
Reda	PL	6774982950342	Europe/Warsaw
Kachkanar	RU	2161768536694	Asia/Yekaterinburg
Komono	JP	0760540565147	Asia/Tokyo
Rixensart	BE	6135151558248	Europe/Brussels
Walton-on-the-Naze	GB	9548509368821	Europe/London
Rio Real	BR	0649444573468	America/Bahia
Laguna Niguel	US	0057304865576	America/Los_Angeles
Villabate	IT	5378842424755	Europe/Rome
Ciudad Guayana	VE	5309770476745	America/Caracas
Amposta	ES	4055340014633	Europe/Madrid
Markham	CA	6030799769776	America/Toronto
Tver	RU	6597251217744	Europe/Moscow
Rafiganj	IN	3409211260628	Asia/Kolkata
Tonga	CM	4408213642516	Africa/Douala
Canton	US	5882497338164	America/Detroit
Kafanchan	NG	7932027742997	Africa/Lagos
Bogovinje	MK	3899116615287	Europe/Skopje
Sillanwali	PK	3439302044691	Asia/Karachi
Majene	ID	1466933973702	Asia/Makassar
Inverness	GB	8848290823518	Europe/London
Palm Desert	US	4722760550309	America/Los_Angeles
Kirchlengern	DE	6927702943180	Europe/Berlin
Deltona	US	6948106551023	America/New_York
Pucheng	CN	3342038985353	Asia/Shanghai
Moga	IN	9537134015767	Asia/Kolkata
Gaziantep	TR	3429890751897	Europe/Istanbul
Herblay	FR	2739902240587	Europe/Paris
Qazax	AZ	1398424278341	Asia/Baku
Muskogee	US	4984869096717	America/Chicago
Daud Khel	PK	5718208506570	Asia/Karachi
Kenda	IN	1739250462038	Asia/Kolkata
Chapletown	GB	1721853520536	Europe/London
Motomachi	JP	7345818870005	Asia/Tokyo
Dax	FR	0315316884160	Europe/Paris
Bijeljina	BA	6787206964872	Europe/Sarajevo
Kundla	IN	3795469723481	Asia/Kolkata
Talisay	PH	9771340845255	Asia/Manila
Saint-Denis	RE	1214772105194	Indian/Reunion
Tortona	IT	5888171079071	Europe/Rome
Komono	JP	5106941887757	Asia/Tokyo
Msaken	TN	9566216119413	Africa/Tunis
Pingyi	CN	5378762022154	Asia/Shanghai
Puertollano	ES	3883045010206	Europe/Madrid
Soledade	BR	0844457996062	America/Sao_Paulo
Verl	DE	1836346521454	Europe/Berlin
Tupelo	US	4732499434849	America/Chicago
Kasangulu	CD	2007282881257	Africa/Kinshasa
Nakhon Pathom	TH	1901400396269	Asia/Bangkok
Montecchio Maggiore-Alte Ceccato	IT	8409411256686	Europe/Rome
Darreh Shahr	IR	4786230044033	Asia/Tehran
Haldwani	IN	2415046113122	Asia/Kolkata
Arles	FR	5089917680425	Europe/Paris
Nutley	US	9029623811313	America/New_York
Jerada	MA	5652016860670	Africa/Casablanca
Periyakulam	IN	6931713822549	Asia/Kolkata
Chacabuco	AR	6916682162155	America/Argentina/Buenos_Aires
Vestavia Hills	US	8444054944736	America/Chicago
West Chester	US	8819880078946	America/New_York
Sankt Peter	AT	9298112176169	Europe/Vienna
Saratoga Springs	US	7596966591971	America/Denver
Hushitai	CN	6244932146106	Asia/Shanghai
Pameungpeuk	ID	3013672745763	Asia/Jakarta
Carnaxide	PT	5911141110488	Europe/Lisbon
Mira Mesa	US	8950017567947	America/Los_Angeles
Sa Dec	VN	1335097760797	Asia/Ho_Chi_Minh
Alexandria	EG	1324612860968	Africa/Cairo
Rutherglen	GB	0697852529348	Europe/London
Viradouro	BR	8702273017915	America/Sao_Paulo
Ulan-Ude	RU	4029934160556	Asia/Irkutsk
Santa Gertrudes	BR	4364091288379	America/Sao_Paulo
Jerada	MA	8057181443487	Africa/Casablanca
Bad Honnef	DE	9725561964905	Europe/Berlin
Igbara-Odo	NG	4281208724219	Africa/Lagos
Yablonovskiy	RU	2914885635814	Europe/Moscow
Vahdat	TJ	4833456570287	Asia/Dushanbe
Acaponeta	MX	9585782107136	America/Mazatlan
Wesseling	DE	6000120959114	Europe/Berlin
Cordenons	IT	6510098699870	Europe/Rome
Espoo	FI	2621024131020	Europe/Helsinki
Teluk Intan	MY	4632872299440	Asia/Kuala_Lumpur
Rixensart	BE	0003708430438	Europe/Brussels
Rudolstadt	DE	9096517740837	Europe/Berlin
Sceaux	FR	2881726456757	Europe/Paris
Saint-Genis-Laval	FR	1825156713920	Europe/Paris
Astara	AZ	3424865331449	Asia/Baku
Bryn Mawr-Skyway	US	3409587134127	America/Los_Angeles
Valletta	MT	5181614676241	Europe/Malta
Barbil	IN	1950966421151	Asia/Kolkata
Mesagne	IT	6583165602318	Europe/Rome
Aloha	US	8388264896853	America/Los_Angeles
Glendale	US	2663001871840	America/Los_Angeles
Rixensart	BE	8415148331176	Europe/Brussels
Greenville	US	5137907245687	America/Chicago
Bar-le-Duc	FR	0112539509661	Europe/Paris
Arzamas	RU	2770226373230	Europe/Moscow
Alfenas	BR	1621417784131	America/Sao_Paulo
Kanganpur	PK	9144431110547	Asia/Karachi
Ueno-ebisumachi	JP	0593190585971	Asia/Tokyo
Lino Lakes	US	0424051320885	America/Chicago
Bonoua	CI	2149925406097	Africa/Abidjan
Carlos Barbosa	BR	3028033425697	America/Sao_Paulo
Sheoganj	IN	4461814049016	Asia/Kolkata
Esmeraldas	BR	7922973847198	America/Sao_Paulo
Ciudad Guayana	VE	6078163773608	America/Caracas
Ken Caryl	US	4970360837140	America/Denver
Lagos	NG	3142495595177	Africa/Lagos
Mexborough	GB	4600053592673	Europe/London
Chiguayante	CL	8397564331995	America/Santiago
Serinhisar	TR	3352376289327	Europe/Istanbul
Nakhon Si Thammarat	TH	0038162044983	Asia/Bangkok
Altamira	BR	4219557193950	America/Santarem
Severodvinsk	RU	2089063498595	Europe/Moscow
Blackpool	GB	1131924059948	Europe/London
Dublin	US	2150493081739	America/New_York
Antanifotsy	MG	3441682964841	Indian/Antananarivo
Lower Earley	GB	8702353188658	Europe/London
Kitgum	UG	8686436035476	Africa/Kampala
Tadmur	SY	7192813677388	Asia/Damascus
Searcy	US	1624304357111	America/Chicago
Nidderau	DE	8548147630916	Europe/Berlin
Bogoroditsk	RU	5456628719841	Europe/Moscow
Kashipur	IN	2527411063779	Asia/Kolkata
Tongelre	NL	0655660634104	Europe/Amsterdam
Surbiton	GB	2195289025504	Europe/London
Morningside Heights	US	6725061749241	America/New_York
Cuenca	EC	2329937320325	America/Guayaquil
Muritiba	BR	0464374461117	America/Bahia
Aracaju	BR	4813422589888	America/Maceio
Norwalk	US	7265005136069	America/New_York
Nidderau	DE	1222483044503	Europe/Berlin
Karlovy Vary	CZ	5513115966000	Europe/Prague
Nanpiao	CN	0371006130788	Asia/Shanghai
Granger	US	1099738005615	America/Indiana/Indianapolis
Somoto	NI	9066094581710	America/Managua
Namerikawa	JP	9991395228944	Asia/Tokyo
Xinzhou	CN	1990390174650	Asia/Shanghai
Keene	US	0004949864969	America/New_York
Davis	US	0387992697327	America/Los_Angeles
Schwalmtal	DE	9373395121812	Europe/Berlin
Hakodate	JP	1331620392985	Asia/Tokyo
Bogoroditsk	RU	7701135663292	Europe/Moscow
Aistala	IN	4163371446511	Asia/Kolkata
San Juan	US	4439937325225	America/Chicago
Siegburg	DE	1325713258951	Europe/Berlin
Valence	FR	9488944491121	Europe/Paris
Iron River	US	3440840579774	America/Menominee
Maryborough	AU	2166157380001	Australia/Brisbane
Gonesse	FR	6156865131596	Europe/Paris
Ulan Bator	MN	6529243675072	Asia/Ulaanbaatar
Niort	FR	2285743785997	Europe/Paris
Pato Branco	BR	8148528983909	America/Sao_Paulo
Tak Bai	TH	5283944816622	Asia/Bangkok
Msaken	TN	7502095480116	Africa/Tunis
Oulmes	MA	4420676465266	Africa/Casablanca
Sishui	CN	1523743290297	Asia/Shanghai
Acaponeta	MX	2065179513544	America/Mazatlan
Zeitz	DE	6408604589763	Europe/Berlin
Teziutlan	MX	8337801359566	America/Mexico_City
Muncar	ID	8398048037594	Asia/Jakarta
Ar Ruseris	SD	1226298091301	Africa/Khartoum
Dyat’kovo	RU	4953363166318	Europe/Moscow
T’aebaek	KR	9772671917055	Asia/Seoul
Hongseong	KR	0156765375379	Asia/Seoul
Bavly	RU	3424514130898	Europe/Moscow
Tonga	CM	3914927272051	Africa/Douala
Pamiers	FR	3975811358541	Europe/Paris
Udumalaippettai	IN	2247028447709	Asia/Kolkata
Besuki	ID	8491132716693	Asia/Jakarta
Udumalaippettai	IN	7329266446425	Asia/Kolkata
Talipparamba	IN	9348864192945	Asia/Kolkata
Athlone	IE	1485456465662	Europe/Dublin
Tebingtinggi	ID	3093131413259	Asia/Jakarta
Yashkino	RU	6311450903426	Asia/Novokuznetsk
Motomachi	JP	4335912516971	Asia/Tokyo
Nakhon Si Thammarat	TH	0314857967004	Asia/Bangkok
Motomachi	JP	3845450372652	Asia/Tokyo
Covington	US	4194594762744	America/New_York
Redding	US	5382449904343	America/Los_Angeles
Keene	US	4744676988823	America/New_York
Bushey	GB	9182365259321	Europe/London
Jhol	PK	4398906997842	Asia/Karachi
Artsyz	UA	6194436785267	Europe/Kiev
Murray	US	6649782716224	America/Chicago
Split	HR	4935310095063	Europe/Zagreb
Baulkham Hills	AU	7843305107943	Australia/Sydney
Tyler	US	9306079899318	America/Chicago
Usagara	TZ	8117407539575	Africa/Dar_es_Salaam
Venice	US	3601198803427	America/New_York
El Copey	CO	7329059757837	America/Bogota
Valinhos	BR	3751880215271	America/Sao_Paulo
Mianwali	PK	5734273412387	Asia/Karachi
Budva	ME	3109754442221	Europe/Podgorica
Zeist	NL	0927153833401	Europe/Amsterdam
Barneveld	NL	0215272148545	Europe/Amsterdam
Altamira	BR	0548753505712	America/Santarem
Busia	KE	3891902488389	Africa/Nairobi
Lower Earley	GB	7331380888869	Europe/London
Socorro	CO	9168494035487	America/Bogota
Blackpool	GB	1297005321578	Europe/London
Jerada	MA	9744834545535	Africa/Casablanca
Losheim	DE	7128777652062	Europe/Berlin
Deoli	IN	3930198259065	Asia/Kolkata
Puertollano	ES	9491712556205	Europe/Madrid
Acaponeta	MX	5075887077839	America/Mazatlan
Salvatierra	MX	9926952275062	America/Mexico_City
Dahlem	DE	4367733641778	Europe/Berlin
Pamiers	FR	5585537793946	Europe/Paris
Kashipur	IN	5246705958788	Asia/Kolkata
Azrou	MA	5582240667137	Africa/Casablanca
Franceville	GA	2752822816953	Africa/Libreville
Bon Air	US	4189941135876	America/New_York
Guaraciaba do Norte	BR	0696846738360	America/Fortaleza
Somma Vesuviana	IT	7030095701691	Europe/Rome
Huangshi	CN	3845322219870	Asia/Shanghai
Arua	UG	5392539101453	Africa/Kampala
Zhukovka	RU	4469566714084	Europe/Moscow
Sathyamangalam	IN	3606614787084	Asia/Kolkata
Besuki	ID	0564691308130	Asia/Jakarta
Boston	US	6010219221442	America/New_York
Santa Gertrudes	BR	4341671613301	America/Sao_Paulo
Harstad	NO	0103395194870	Europe/Oslo
Ustka	PL	8454012137131	Europe/Warsaw
Chharra	IN	6141121627586	Asia/Kolkata
Betamcherla	IN	6254183134562	Asia/Kolkata
Pilkhua	IN	8217326823202	Asia/Kolkata
Shaowu	CN	2904924907675	Asia/Shanghai
Hrazdan	AM	0119219070893	Asia/Yerevan
Charlottenburg-Nord	DE	5082179191616	Europe/Berlin
Nyahururu	KE	3527027126867	Africa/Nairobi
Guapimirim	BR	2656902483328	America/Sao_Paulo
Beni Khiar	TN	1561320009436	Africa/Tunis
Mira Mesa	US	5189470198570	America/Los_Angeles
Leteri	IN	8955693840254	Asia/Kolkata
Buenaventura	CO	0195384227256	America/Bogota
Verl	DE	1366585654915	Europe/Berlin
Ponta Delgada	PT	3268218974125	Atlantic/Azores
Zhuangyuan	CN	7089003485086	Asia/Shanghai
Bar-le-Duc	FR	8746472284716	Europe/Paris
Boo	SE	4961376556484	Europe/Stockholm
Alfenas	BR	4098541613168	America/Sao_Paulo
Aguilares	AR	4960674045041	America/Argentina/Tucuman
Lutz	US	2036292015772	America/New_York
Sherwood Park	CA	4181146601101	America/Edmonton
Reutlingen	DE	4351607491385	Europe/Berlin
Madrid	CO	6202556351375	America/Bogota
Same	TZ	1300942790724	Africa/Dar_es_Salaam
Albufeira	PT	6651263826995	Europe/Lisbon
Carlsbad	US	7971289933255	America/Denver
Teziutlan	MX	0955139898403	America/Mexico_City
Iturama	BR	7464560386531	America/Sao_Paulo
Kashira	RU	3275245048446	Europe/Moscow
Shahre Jadide Andisheh	IR	2941757194858	Asia/Tehran
Maspalomas	ES	4386408642513	Atlantic/Canary
Bar-le-Duc	FR	2851102981142	Europe/Paris
Ulanhot	CN	5620053438312	Asia/Shanghai
Heroica Matamoros	MX	1629382240911	America/Matamoros
Zhoucun	CN	0842256819896	Asia/Shanghai
Hrazdan	AM	7437634266954	Asia/Yerevan
Huangshi	CN	4610418416667	Asia/Shanghai
Manikchari	BD	6386803035208	Asia/Dhaka
Dawei	MM	4042706759369	Asia/Yangon
Bon Air	US	2947519081879	America/New_York
Chiguayante	CL	0312461715141	America/Santiago
Pujali	IN	6134437897576	Asia/Kolkata
Teghra	IN	9275897827653	Asia/Kolkata
Smolyan	BG	9215855721678	Europe/Sofia
Hakodate	JP	2545766780394	Asia/Tokyo
Montecchio Maggiore-Alte Ceccato	IT	8271938955393	Europe/Rome
El Achir	DZ	1955581664853	Africa/Algiers
Gavrilov-Yam	RU	6581776393137	Europe/Moscow
Port Huron	US	8962575695734	America/Detroit
Gaziantep	TR	3588229297540	Europe/Istanbul
Baulkham Hills	AU	1326427555114	Australia/Sydney
Athlone	IE	7135929433325	Europe/Dublin
Frederiksberg	DK	6149331936504	Europe/Copenhagen
High Wycombe	GB	4124575610016	Europe/London
Hungund	IN	0322591464529	Asia/Kolkata
Esperanza	AR	4787833676362	America/Argentina/Cordoba
Daud Khel	PK	2838255515547	Asia/Karachi
Inverness	GB	4891393575949	Europe/London
Rajaori	IN	2890636242886	Asia/Kolkata
Iquitos	PE	0259976866565	America/Lima
Lutz	US	9217417951844	America/New_York
Shreveport	US	8703428306175	America/Chicago
Morningside Heights	US	9514519232261	America/New_York
Dublin	US	2340930814796	America/New_York
Severodvinsk	RU	4627405725039	Europe/Moscow
Tarkwa	GH	3817994914735	Africa/Accra
Schleswig	DE	7077285377199	Europe/Berlin
North Tustin	US	7203582796627	America/Los_Angeles
Bhit Shah	PK	3739299441863	Asia/Karachi
Catende	BR	7443975581380	America/Recife
Gudermes	RU	4212958152458	Europe/Moscow
Kireyevsk	RU	2037983757698	Europe/Moscow
Split	HR	2041460113013	Europe/Zagreb
Caldas Novas	BR	0401536513444	America/Sao_Paulo
Alexandria	EG	3646701659528	Africa/Cairo
Brierley Hill	GB	3877341370195	Europe/London
Narva	EE	7677124053583	Europe/Tallinn
Liaoyang	CN	2083152149009	Asia/Shanghai
Brazzaville	CG	2996746378580	Africa/Brazzaville
Sambalpur	IN	9081096798546	Asia/Kolkata
Diwek	ID	4640924708499	Asia/Jakarta
Maasin	PH	2384290262439	Asia/Manila
Sar-e Pul	AF	6745510532262	Asia/Kabul
Pameungpeuk	ID	0147014145744	Asia/Jakarta
Hardenberg	NL	7892127093583	Europe/Amsterdam
Ar Ruseris	SD	9598631279557	Africa/Khartoum
Ventimiglia	IT	1221805013142	Europe/Rome
Puducherry	IN	8583522483633	Asia/Kolkata
